,Unnamed: 0,CaseID,ActivityID,CompleteTimestamp
90,90,200003345500001,9,2018-06-07 08:53:00
91,91,200003345500001,10,2018-06-07 23:59:00
92,92,200003345500001,11,2020-07-03 15:34:00
93,93,200003345500001,12,2020-08-06 15:36:00
94,94,200003354600001,1,2018-07-10 14:09:00
95,95,200003354600001,6,2018-07-10 16:09:00
96,96,200003354600001,2,2018-07-10 16:09:00
97,97,200003354600001,5,2018-07-10 16:09:00
98,98,200003354600001,4,2018-07-10 16:09:00
99,99,200003354600001,3,2018-07-10 16:09:00
100,100,200003354600001,7,2018-07-10 16:10:00
101,101,200003354600001,8,2018-07-10 16:10:00
102,102,200003354600001,9,2018-07-12 23:59:00
103,103,200003354600001,10,2019-10-05 14:28:00
104,104,200003354600001,11,2019-10-06 10:27:00
105,105,200003354600001,12,2020-10-02 11:02:00
106,106,200003356300001,9,2018-08-09 23:59:00
107,107,200003356300001,11,2018-08-10 05:59:00
108,108,200003356300001,10,2018-08-10 05:59:00
109,109,200003356300001,12,2018-09-11 15:45:00
110,110,200003356300001,1,2019-07-05 19:55:00
111,111,200003356300001,4,2019-07-05 21:55:00
112,112,200003356300001,6,2019-07-05 21:55:00
113,113,200003356300001,3,2019-07-05 21:55:00
114,114,200003356300001,7,2019-07-05 21:55:00
115,115,200003356300001,2,2019-07-05 21:55:00
116,116,200003356300001,8,2019-07-05 21:55:00
117,117,200003356300001,5,2019-07-05 21:55:00
118,118,200003356300001,13,2020-10-02 11:04:00
119,119,200003357500001,11,2018-08-01 11:16:00
120,120,200003357500001,10,2018-08-01 11:16:00
121,121,200003357500001,1,2018-07-05 23:59:00
122,122,200003357500001,12,2018-08-06 13:37:00
123,123,200003357500001,2,2019-07-12 13:37:00
124,124,200003357500001,9,2019-07-12 15:38:00
125,125,200003357500001,4,2019-07-12 15:38:00
126,126,200003357500001,3,2019-07-12 15:38:00
127,127,200003357500001,7,2019-07-12 15:38:00
128,128,200003357500001,8,2019-07-12 15:38:00
129,129,200003357500001,6,2019-07-12 15:38:00
130,130,200003357500001,5,2019-07-12 15:38:00
131,131,200003357500001,13,2020-08-06 15:41:00
132,132,200003363500001,9,2018-10-02 12:36:00
133,133,200003363500001,11,2018-10-02 14:37:00
134,134,200003363500001,10,2018-10-02 14:37:00
135,135,200003363500001,12,2018-10-02 14:37:00
136,136,200003363500001,16,2018-10-02 16:05:00
137,137,200003363500001,14,2018-10-02 16:05:00
138,138,200003363500001,13,2018-10-02 16:05:00
139,139,200003363500001,15,2018-10-02 16:05:00
140,140,200003363500001,17,2018-10-02 23:59:00
141,141,200003363500001,18,2018-10-10 23:35:00
142,142,200003363500001,19,2018-10-10 23:35:00
143,143,200003363500001,20,2018-10-11 14:42:00
144,144,200003363500001,21,2020-10-02 11:03:00
145,145,200003363500001,1,2020-08-07 11:53:00
146,146,200003363500001,3,2020-08-07 13:53:00
147,147,200003363500001,4,2020-08-07 13:53:00
148,148,200003363500001,2,2020-08-07 13:53:00
149,149,200003363500001,7,2020-08-07 13:54:00
150,150,200003363500001,8,2020-08-07 13:54:00
151,151,200003363500001,6,2020-08-07 13:54:00
152,152,200003363500001,5,2020-08-07 13:54:00
153,153,200005275400001,11,2018-11-05 13:05:00
154,154,200005275400001,10,2018-11-05 13:05:00
155,155,200005275400001,12,2018-11-05 13:09:00
156,156,200005275400001,1,2018-10-07 15:16:00
157,157,200005275400001,8,2018-10-07 17:17:00
158,158,200005275400001,6,2018-10-07 17:17:00
159,159,200005275400001,3,2018-10-07 17:17:00
160,160,200005275400001,2,2018-10-07 17:17:00
161,161,200005275400001,4,2018-10-07 17:17:00
162,162,200005275400001,7,2018-10-07 17:17:00
163,163,200005275400001,5,2018-10-07 17:17:00
164,164,200005275400001,9,2018-10-12 23:59:00
165,165,200005275400001,13,2019-01-04 23:59:00
166,166,450700022200020,1,2018-01-02 03:43:00
167,167,450700022200020,2,2018-01-02 11:04:00
168,168,450700022200020,3,2018-01-05 13:37:00
169,169,450700022200020,4,2018-01-05 18:00:00
170,170,450700022200020,5,2018-01-05 23:59:00
171,171,450700022200020,6,2020-04-02 11:13:00
172,172,450700023000070,7,2018-02-01 15:15:00
173,173,450700023000070,10,2018-03-01 14:05:00
174,174,450700023000070,1,2018-01-02 07:31:00
175,175,450700023000070,2,2018-01-08 23:59:00
176,176,450700023000070,3,2018-01-10 11:29:00
177,177,450700023000070,4,2019-01-06 23:59:00
178,178,450700023000070,5,2019-01-07 17:31:00
179,179,450700023000070,8,2019-02-10 16:17:00
180,180,450700023000070,9,2019-02-10 16:54:00
181,181,450700023000070,6,2020-01-05 13:48:00
182,182,450700023500030,1,2018-01-02 07:41:00
183,183,450700023500030,2,2018-02-06 23:59:00
184,184,450700023500030,3,2018-02-07 17:34:00
185,185,450700023500030,4,2019-02-04 08:39:00
186,186,450700023500030,5,2020-03-05 15:06:00
187,187,450700023500040,1,2018-01-02 07:41:00
188,188,450700023500040,2,2018-01-08 17:32:00
189,189,450700023500040,3,2018-01-08 23:59:00
190,190,450700023500040,4,2018-01-10 11:24:00
191,191,450700023500040,5,2019-02-10 16:15:00
192,192,450700023900020,1,2018-01-02 07:48:00
193,193,450700023900020,2,2018-01-03 23:59:00
194,194,450700023900020,3,2018-01-05 11:08:00
195,195,450700023900020,4,2018-01-09 16:18:00
196,196,450700023900020,5,2020-01-01 16:54:00
197,197,450700025100030,1,2018-01-02 08:14:00
198,198,450700025100030,2,2018-01-03 17:32:00
199,199,450700025100030,3,2018-01-03 23:59:00
200,200,450700025100030,4,2018-01-04 11:04:00
201,201,450700025100030,5,2020-01-01 16:51:00
202,202,450700025500010,1,2018-01-02 08:50:00
203,203,450700025500010,2,2018-01-12 10:38:00
204,204,450700025500010,3,2019-01-03 23:59:00
205,205,450700025500010,4,2019-01-04 09:59:00
206,206,450700025500010,5,2019-02-10 16:15:00
207,207,450700025500040,1,2018-01-02 08:50:00
208,208,450700025500040,2,2018-01-08 10:57:00
209,209,450700025500040,3,2019-01-03 23:59:00
210,210,450700025500040,4,2019-01-04 09:45:00
211,211,450700025500040,5,2019-02-10 16:15:00
212,212,450700025700040,1,2018-01-02 09:04:00
213,213,450700025700040,2,2018-01-05 23:59:00
214,214,450700025700040,3,2018-01-09 09:38:00
215,215,450700025700040,4,2019-01-03 14:18:00
216,216,450700025700040,5,2019-03-07 16:25:00
217,217,450700025700040,6,2020-03-05 15:08:00
218,218,450700025700060,1,2018-01-02 09:04:00
219,219,450700025700060,2,2018-01-05 23:59:00
220,220,450700025700060,3,2018-01-09 10:46:00
221,221,450700025700060,4,2019-01-03 14:18:00
222,222,450700025700060,5,2019-03-07 16:25:00
223,223,450700025700060,6,2020-03-05 15:08:00
224,224,450700025700150,1,2018-01-02 09:04:00
225,225,450700025700150,2,2018-01-05 23:59:00
226,226,450700025700150,3,2018-01-09 11:21:00
227,227,450700025700150,4,2019-01-03 14:18:00
228,228,450700025700150,5,2019-03-07 16:25:00
229,229,450700025700150,6,2020-03-05 15:08:00
230,230,450700026200010,1,2018-01-02 09:24:00
231,231,450700026200010,5,2018-02-08 12:12:00
232,232,450700026200010,2,2018-01-10 14:11:00
233,233,450700026200010,3,2019-01-04 23:59:00
234,234,450700026200010,4,2019-01-05 09:19:00
235,235,450700026200010,6,2020-03-05 15:07:00
236,236,450700028200020,1,2018-01-02 11:06:00
237,237,450700028200020,2,2018-01-04 23:59:00
238,238,450700028200020,3,2018-01-08 08:23:00
239,239,450700028200020,4,2018-01-08 17:56:00
240,240,450700028200020,5,2020-03-05 15:07:00
241,241,450700032200070,1,2018-01-02 11:47:00
242,242,450700032200070,2,2018-02-08 13:59:00
243,243,450700032200070,3,2019-03-02 20:35:00
244,244,450700032200070,4,2019-03-03 23:59:00
245,245,450700032200070,5,2019-03-12 06:03:00
246,246,450700032200070,6,2020-04-02 11:14:00
247,247,450700032200080,1,2018-01-02 11:47:00
248,248,450700032200080,14,2018-05-03 16:02:00
249,249,450700032200080,18,2018-10-04 16:49:00
250,250,450700032200080,9,2018-04-05 11:08:00
251,251,450700032200080,2,2018-02-08 13:59:00
252,252,450700032200080,4,2018-03-08 11:05:00
253,253,450700032200080,11,2019-04-01 23:59:00
254,254,450700032200080,10,2019-04-01 23:59:00
255,255,450700032200080,5,2019-03-03 15:16:00
256,256,450700032200080,12,2019-04-04 16:55:00
257,257,450700032200080,6,2019-03-11 15:25:00
258,258,450700032200080,13,2020-04-02 11:14:00
259,259,450700032200080,3,2020-02-04 23:59:00
260,260,450700032200080,15,2020-09-04 16:10:00
261,261,450700032200080,16,2020-09-04 16:11:00
262,262,450700032200080,17,2020-09-04 16:17:00
263,263,450700032200080,7,2020-03-05 15:09:00
264,264,450700032200080,8,2020-03-05 23:59:00
265,265,450700032200200,1,2018-01-02 11:47:00
266,266,450700032200200,12,2018-04-05 11:08:00
267,267,450700032200200,2,2018-02-08 13:59:00
268,268,450700032200200,4,2018-03-08 11:05:00
269,269,450700032200200,5,2018-03-09 09:55:00
270,270,450700032200200,6,2018-03-09 23:59:00
271,271,450700032200200,7,2019-03-02 17:46:00
272,272,450700032200200,8,2019-03-03 15:16:00
273,273,450700032200200,9,2019-03-11 15:25:00
274,274,450700032200200,13,2020-04-02 11:14:00
275,275,450700032200200,3,2020-02-04 23:59:00
276,276,450700032200200,10,2020-03-05 15:09:00
277,277,450700032200200,11,2020-03-05 23:59:00
278,278,450700032200230,1,2018-01-02 11:47:00
279,279,450700032200230,2,2018-02-08 13:59:00
280,280,450700032200230,5,2019-03-02 20:35:00
281,281,450700032200230,6,2019-03-03 15:16:00
282,282,450700032200230,7,2019-03-03 23:59:00
283,283,450700032200230,8,2019-03-12 06:03:00
284,284,450700032200230,10,2020-04-02 11:14:00
285,285,450700032200230,3,2020-02-04 06:55:00
286,286,450700032200230,4,2020-02-04 23:59:00
287,287,450700032200230,9,2020-03-05 15:09:00
288,288,450700034000010,1,2018-01-02 12:08:00
289,289,450700034000010,2,2019-01-06 23:59:00
290,290,450700034000010,3,2019-01-11 13:42:00
291,291,450700034000010,4,2019-01-12 13:12:00
292,292,450700034000010,5,2020-03-05 15:08:00
293,293,450700035000010,3,2018-02-01 10:25:00
294,294,450700035000010,1,2018-01-02 12:15:00
295,295,450700035000010,4,2018-02-06 14:57:00
296,296,450700035000010,5,2018-03-08 13:21:00
297,297,450700035000010,2,2019-01-11 23:59:00
298,298,450700036000010,1,2018-01-02 12:33:00
299,299,450700036000010,5,2018-02-06 14:49:00
300,300,450700036000010,2,2019-01-04 23:59:00
301,301,450700036000010,3,2019-01-06 09:48:00
302,302,450700036000010,4,2019-01-06 16:43:00
303,303,450700036000010,6,2019-03-10 13:31:00
304,304,450700036600010,1,2018-01-02 12:47:00
305,305,450700036600010,2,2019-02-02 23:59:00
306,306,450700036600010,3,2019-02-03 03:39:00
307,307,450700036600010,4,2019-02-04 07:35:00
308,308,450700036600010,5,2020-04-02 11:13:00
309,309,450700036800020,1,2018-01-02 12:50:00
310,310,450700036800020,2,2018-01-09 23:59:00
311,311,450700036800020,3,2018-01-10 10:11:00
312,312,450700036800020,4,2018-01-11 13:51:00
313,313,450700036800020,5,2019-03-02 17:27:00
314,314,450700036800020,6,2020-03-05 15:08:00
315,315,450700037700020,1,2018-01-02 13:32:00
316,316,450700037700020,2,2018-01-09 15:53:00
317,317,450700037700020,3,2018-01-10 23:59:00
318,318,450700037700020,4,2019-03-01 10:59:00
319,319,450700037700020,5,2019-03-09 16:06:00
320,320,450700037700020,6,2020-04-02 11:14:00
321,321,450700037700050,1,2018-01-02 13:32:00
322,322,450700037700050,2,2018-01-09 15:53:00
323,323,450700037700050,3,2018-01-10 23:59:00
324,324,450700037700050,5,2019-03-01 10:59:00
325,325,450700037700050,4,2019-01-03 23:59:00
326,326,450700037700050,6,2019-03-09 15:43:00
327,327,450700037700050,7,2019-03-09 16:06:00
328,328,450700037700050,8,2020-04-02 11:14:00
329,329,450700038600010,1,2018-01-02 13:44:00
330,330,450700038600010,2,2018-01-03 17:20:00
331,331,450700038600010,3,2018-01-05 14:35:00
332,332,450700038600010,4,2018-01-10 23:59:00
333,333,450700038600010,7,2019-02-03 17:06:00
334,334,450700038600010,5,2019-01-04 12:25:00
335,335,450700038600010,6,2019-01-05 14:47:00
336,336,450700038600010,8,2020-03-05 15:09:00
337,337,450700040000070,1,2018-01-02 14:21:00
338,338,450700040000070,2,2018-01-04 23:59:00
339,339,450700040000070,3,2018-01-08 10:25:00
340,340,450700040000070,4,2018-01-08 12:33:00
341,341,450700040000070,5,2018-01-08 14:09:00
342,342,450700040000070,6,2018-01-10 23:59:00
343,343,450700040000070,7,2018-01-11 11:01:00
344,344,450700040000070,8,2018-01-12 13:50:00
345,345,450700040000070,9,2019-01-04 23:59:00
346,346,450700040000070,10,2019-01-06 17:25:00
347,347,450700040000070,11,2019-01-10 14:23:00
348,348,450700040000070,12,2019-01-11 16:58:00
349,349,450700040000070,13,2019-01-11 17:03:00
350,350,450700040000070,14,2020-03-05 15:10:00
351,351,450700041200040,1,2018-01-02 14:47:00
352,352,450700041200040,2,2019-01-07 23:59:00
353,353,450700041200040,3,2019-01-10 14:41:00
354,354,450700041200040,4,2019-01-11 17:41:00
355,355,450700041200040,5,2020-03-05 15:07:00
356,356,450700041200060,1,2018-01-02 14:47:00
357,357,450700041200060,2,2019-01-07 23:59:00
358,358,450700041200060,3,2019-01-10 14:41:00
359,359,450700041200060,4,2019-01-11 17:41:00
360,360,450700041200060,5,2020-03-05 15:07:00
361,361,450700041300020,1,2018-01-02 14:47:00
362,362,450700041300020,2,2019-01-04 23:59:00
363,363,450700041300020,3,2019-01-05 11:54:00
364,364,450700041300020,4,2019-01-05 15:14:00
365,365,450700041300020,5,2020-03-05 15:07:00
366,366,450700041300030,1,2018-01-02 14:47:00
367,367,450700041300030,2,2019-01-04 23:59:00
368,368,450700041300030,3,2019-01-05 11:54:00
369,369,450700041300030,4,2019-01-05 15:14:00
370,370,450700041300030,5,2020-03-05 15:07:00
371,371,450700047700070,1,2018-01-03 03:38:00
372,372,450700047700070,2,2018-01-03 11:06:00
373,373,450700047700070,3,2018-01-08 13:32:00
374,374,450700047700070,4,2018-01-08 23:59:00
375,375,450700047700070,5,2018-01-09 14:20:00
376,376,450700047700070,6,2020-04-02 11:13:00
377,377,450700047700100,1,2018-01-03 03:38:00
378,378,450700047700100,2,2018-01-03 11:06:00
379,379,450700047700100,3,2018-01-08 13:32:00
380,380,450700047700100,4,2018-01-08 23:59:00
381,381,450700047700100,5,2018-01-09 14:20:00
382,382,450700047700100,6,2020-04-02 11:13:00
383,383,450700047800020,1,2018-01-03 03:38:00
384,384,450700047800020,2,2018-01-03 10:48:00
385,385,450700047800020,3,2018-01-04 23:59:00
386,386,450700047800020,4,2018-01-05 13:38:00
387,387,450700047800020,5,2018-01-05 16:03:00
388,388,450700047800020,6,2019-02-10 16:17:00
389,389,450700048500090,1,2018-01-03 08:16:00
390,390,450700048500090,2,2018-01-04 23:59:00
391,391,450700048500090,3,2018-01-08 11:24:00
392,392,450700048500090,4,2018-01-08 16:26:00
393,393,450700048500090,5,2019-02-10 16:15:00
394,394,450700048500100,1,2018-01-03 08:16:00
395,395,450700048500100,2,2018-01-04 23:59:00
396,396,450700048500100,3,2018-01-08 11:24:00
397,397,450700048500100,4,2018-01-08 16:26:00
398,398,450700048500100,5,2019-02-10 16:15:00
399,399,450700048500150,1,2018-01-03 08:16:00
400,400,450700048500150,2,2018-01-04 23:59:00
401,401,450700048500150,3,2018-01-08 11:24:00
402,402,450700048500150,4,2018-01-08 16:26:00
403,403,450700048500150,5,2019-02-10 16:15:00
404,404,450700048500240,1,2018-01-03 08:16:00
405,405,450700048500240,2,2018-01-04 23:59:00
406,406,450700048500240,3,2018-01-08 11:24:00
407,407,450700048500240,4,2018-01-08 16:26:00
408,408,450700048500240,5,2019-02-10 16:15:00
409,409,450700048800030,1,2018-01-03 08:19:00
410,410,450700048800030,2,2018-01-05 23:59:00
411,411,450700048800030,3,2018-01-08 08:15:00
412,412,450700048800030,4,2018-01-08 11:09:00
413,413,450700048800030,5,2020-01-01 16:51:00
414,414,450700049000001,1,2018-01-03 08:20:00
415,415,450700049000001,2,2018-01-03 08:20:00
416,416,450700049000001,3,2018-01-04 15:00:00
417,417,450700049000001,4,2019-01-03 23:59:00
418,418,450700049000001,5,2019-01-04 16:30:00
419,419,450700049000001,6,2020-04-02 11:12:00
420,420,450700050000001,2,2018-01-03 08:20:00
421,421,450700050000001,1,2018-01-03 08:20:00
422,422,450700050000001,3,2018-01-04 15:00:00
423,423,450700050000001,4,2019-01-03 23:59:00
424,424,450700050000001,5,2019-01-04 15:50:00
425,425,450700050000001,6,2020-04-02 11:12:00
426,426,450700050800001,1,2018-01-03 08:20:00
427,427,450700050800001,2,2018-01-03 08:20:00
428,428,450700050800001,3,2018-01-04 15:35:00
429,429,450700050800001,4,2019-01-03 23:59:00
430,430,450700050800001,5,2019-01-04 17:21:00
431,431,450700050800001,6,2020-04-02 11:12:00
432,432,450700052400060,1,2018-01-03 08:22:00
433,433,450700052400060,2,2018-01-08 08:11:00
434,434,450700052400060,3,2018-01-08 10:32:00
435,435,450700052400060,4,2018-01-08 13:16:00
436,436,450700052400060,5,2018-01-10 23:59:00
437,437,450700052400060,10,2018-04-10 11:32:00
438,438,450700052400060,6,2018-01-11 23:59:00
439,439,450700052400060,7,2018-01-12 11:38:00
440,440,450700052400060,11,2018-04-12 14:07:00
441,441,450700052400060,8,2019-01-04 11:52:00
442,442,450700052400060,12,2019-07-06 02:13:00
443,443,450700052400060,9,2019-02-10 16:17:00
444,444,450700052400150,1,2018-01-03 08:22:00
445,445,450700052400150,2,2018-01-08 08:15:00
446,446,450700052400150,3,2018-01-10 23:59:00
447,447,450700052400150,5,2018-04-10 11:32:00
448,448,450700052400150,4,2018-01-12 11:38:00
449,449,450700052400150,6,2018-04-12 14:07:00
450,450,450700053100040,1,2018-01-03 08:33:00
451,451,450700053100040,2,2018-01-03 23:59:00
452,452,450700053100040,3,2018-01-04 17:32:00
453,453,450700053100040,4,2018-01-05 16:35:00
454,454,450700053100040,5,2018-03-08 13:23:00
455,455,450700057500010,1,2018-01-03 10:13:00
456,456,450700057500010,2,2018-01-04 23:59:00
457,457,450700057500010,3,2018-01-08 13:20:00
458,458,450700057500010,4,2018-01-08 17:53:00
459,459,450700057500010,5,2018-02-08 14:43:00
460,460,450700058600030,1,2018-01-03 10:34:00
461,461,450700058600030,2,2018-01-03 11:30:00
462,462,450700058600030,3,2018-01-05 10:09:00
463,463,450700058600030,4,2018-01-05 18:03:00
464,464,450700058600030,5,2018-01-05 23:59:00
465,465,450700058600030,6,2020-04-02 11:13:00
466,466,450700058600060,1,2018-01-03 10:34:00
467,467,450700058600060,2,2018-01-03 11:30:00
468,468,450700058600060,3,2018-01-05 10:09:00
469,469,450700058600060,4,2018-01-05 18:03:00
470,470,450700058600060,5,2018-01-05 23:59:00
471,471,450700058600060,6,2020-04-02 11:13:00
472,472,450700059500070,1,2018-01-03 10:57:00
473,473,450700059500070,2,2018-01-05 10:26:00
474,474,450700059500070,3,2018-01-05 10:34:00
475,475,450700059500070,4,2018-01-05 10:42:00
476,476,450700059500070,6,2019-02-07 13:19:00
477,477,450700059500070,7,2020-04-02 11:13:00
478,478,450700059500070,5,2020-01-07 23:59:00
479,479,450700059700030,1,2018-01-03 11:01:00
480,480,450700059700030,2,2018-01-03 11:30:00
481,481,450700059700030,3,2018-01-05 13:30:00
482,482,450700059700030,4,2018-01-05 23:59:00
483,483,450700059700030,5,2018-01-09 16:16:00
484,484,450700059700030,6,2018-01-10 23:59:00
485,485,450700059700030,7,2018-01-11 08:04:00
486,486,450700059700030,8,2018-01-12 15:16:00
487,487,450700059700030,9,2020-03-05 15:08:00
488,488,450700060800010,1,2018-01-03 11:15:00
489,489,450700060800010,2,2018-01-04 15:09:00
490,490,450700060800010,3,2018-01-04 23:59:00
491,491,450700060800010,4,2018-01-10 11:07:00
492,492,450700060800010,5,2019-02-10 16:16:00
493,493,450700061400010,3,2018-02-01 23:59:00
494,494,450700061400010,1,2018-01-03 11:27:00
495,495,450700061400010,2,2018-01-03 11:27:00
496,496,450700061400010,4,2018-02-07 12:42:00
497,497,450700061400010,5,2019-02-01 12:21:00
498,498,450700061400010,6,2020-04-02 11:11:00
499,499,450700062200070,1,2018-01-03 11:43:00
500,500,450700062200070,2,2018-01-04 23:59:00
501,501,450700062200070,3,2018-01-08 09:25:00
502,502,450700062200070,4,2018-01-08 12:17:00
503,503,450700062200070,5,2020-03-05 15:07:00
504,504,450700067000010,1,2018-01-03 13:54:00
505,505,450700067000010,2,2018-01-10 07:18:00
506,506,450700067000010,3,2018-01-11 23:59:00
507,507,450700067000010,4,2018-01-12 10:27:00
508,508,450700067000010,5,2020-01-05 16:21:00
509,509,450700079000010,1,2018-01-03 17:37:00
510,510,450700079000010,2,2018-01-09 23:59:00
511,511,450700079000010,3,2018-01-10 08:00:00
512,512,450700079000010,4,2018-01-11 13:06:00
513,513,450700079000010,5,2019-02-03 16:00:00
514,514,450700080300010,1,2018-01-03 17:51:00
515,515,450700080300010,2,2018-01-10 23:59:00
516,516,450700080300010,3,2018-01-11 08:15:00
517,517,450700080300010,4,2018-01-12 15:43:00
518,518,450700080300010,5,2019-02-03 16:00:00
519,519,450700081700110,1,2018-01-04 03:53:00
520,520,450700081700110,2,2018-01-04 11:01:00
521,521,450700081700110,3,2018-01-09 14:03:00
522,522,450700081700110,4,2018-01-09 23:59:00
523,523,450700081700110,5,2018-01-10 10:08:00
524,524,450700081700110,6,2018-01-10 10:17:00
525,525,450700081700110,7,2020-04-02 11:13:00
526,526,450700081900030,1,2018-01-04 04:44:00
527,527,450700081900030,2,2019-01-05 13:58:00
528,528,450700081900030,3,2019-01-05 23:59:00
529,529,450700081900030,4,2019-03-08 10:01:00
530,530,450700081900030,5,2019-03-10 13:31:00
531,531,450700081900040,1,2018-01-04 04:44:00
532,532,450700081900040,2,2019-01-05 13:58:00
533,533,450700081900040,3,2019-01-05 23:59:00
534,534,450700081900040,4,2019-03-08 10:01:00
535,535,450700081900040,5,2019-03-10 13:31:00
536,536,450700085100040,1,2018-01-04 08:37:00
537,537,450700085100040,2,2018-01-04 23:59:00
538,538,450700085100040,3,2018-01-08 17:33:00
539,539,450700085100040,4,2018-01-10 15:34:00
540,540,450700085100040,5,2019-02-10 16:15:00
541,541,450700085100110,1,2018-01-04 08:37:00
542,542,450700085100110,2,2018-01-04 23:59:00
543,543,450700085100110,3,2018-01-08 17:33:00
544,544,450700085100110,4,2018-01-10 15:34:00
545,545,450700085100110,5,2019-02-10 16:15:00
546,546,450700085100150,1,2018-01-04 08:37:00
547,547,450700085100150,2,2018-01-04 23:59:00
548,548,450700085100150,3,2018-01-08 17:33:00
549,549,450700085100150,4,2018-01-10 15:34:00
550,550,450700085100150,5,2019-02-10 16:15:00
551,551,450700086300090,1,2018-01-04 08:45:00
552,552,450700086300090,2,2018-01-05 23:59:00
553,553,450700086300090,3,2018-01-08 17:33:00
554,554,450700086300090,4,2018-01-10 10:43:00
555,555,450700086300090,5,2020-01-01 16:54:00
556,556,450700087500020,1,2018-01-04 09:14:00
