EVENT TIME: TIMESTAMP,EVENT CONCEPT:NAME,EVENT ORG:RESOURCE,CASE CONCEPT:NAME,CASE ITEM CATEGORY,CASE ITEM TYPE,EVENTID
07/10/18 16:10,Create Purchase Order Item,user_000,2000033546_00001,"3-way match, invoice after GR",Standard,7
07/12/18 23:59,Vendor creates invoice,NONE,2000033546_00001,"3-way match, invoice after GR",Standard,8
10/05/19 14:28,Record Goods Receipt,user_000,2000033546_00001,"3-way match, invoice after GR",Standard,9
10/06/19 10:27,Record Invoice Receipt,user_020,2000033546_00001,"3-way match, invoice after GR",Standard,10
10/02/20 11:02,Clear Invoice,user_005,2000033546_00001,"3-way match, invoice after GR",Standard,11
08/09/18 23:59,Vendor creates invoice,NONE,2000033563_00001,"3-way match, invoice after GR",Service,8
08/10/18 5:59,Record Service Entry Sheet,NONE,2000033563_00001,"3-way match, invoice after GR",Service,10
08/10/18 5:59,Record Goods Receipt,user_000,2000033563_00001,"3-way match, invoice after GR",Service,9
09/11/18 15:45,Record Invoice Receipt,user_020,2000033563_00001,"3-way match, invoice after GR",Service,11
07/05/19 19:55,SRM: Created,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,0
07/05/19 21:55,SRM: Document Completed,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,3
07/05/19 21:55,SRM: Ordered,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,5
07/05/19 21:55,SRM: Awaiting Approval,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,2
07/05/19 21:55,SRM: Change was Transmitted,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,6
07/05/19 21:55,SRM: Complete,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,1
07/05/19 21:55,Create Purchase Order Item,user_000,2000033563_00001,"3-way match, invoice after GR",Service,7
07/05/19 21:55,SRM: In Transfer to Execution Syst.,batch_00,2000033563_00001,"3-way match, invoice after GR",Service,4
10/02/20 11:04,Clear Invoice,user_005,2000033563_00001,"3-way match, invoice after GR",Service,12
08/01/18 11:16,Record Service Entry Sheet,NONE,2000033575_00001,"3-way match, invoice after GR",Service,10
08/01/18 11:16,Record Goods Receipt,user_000,2000033575_00001,"3-way match, invoice after GR",Service,9
07/05/18 23:59,Vendor creates invoice,NONE,2000033575_00001,"3-way match, invoice after GR",Service,0
08/06/18 13:37,Record Invoice Receipt,user_011,2000033575_00001,"3-way match, invoice after GR",Service,11
07/12/19 13:37,SRM: Created,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,1
07/12/19 15:38,SRM: Change was Transmitted,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,8
07/12/19 15:38,SRM: Awaiting Approval,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,3
07/12/19 15:38,SRM: Complete,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,2
07/12/19 15:38,SRM: Ordered,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,6
07/12/19 15:38,Create Purchase Order Item,user_000,2000033575_00001,"3-way match, invoice after GR",Service,7
07/12/19 15:38,SRM: In Transfer to Execution Syst.,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,5
07/12/19 15:38,SRM: Document Completed,batch_00,2000033575_00001,"3-way match, invoice after GR",Service,4
08/06/20 15:41,Clear Invoice,user_002,2000033575_00001,"3-way match, invoice after GR",Service,12
10/02/18 12:36,SRM: Created,user_014,2000033635_00001,"3-way match, invoice after GR",Service,8
10/02/18 14:37,SRM: Awaiting Approval,user_014,2000033635_00001,"3-way match, invoice after GR",Service,10
10/02/18 14:37,SRM: Complete,user_014,2000033635_00001,"3-way match, invoice after GR",Service,9
10/02/18 14:37,SRM: Document Completed,user_014,2000033635_00001,"3-way match, invoice after GR",Service,11
10/02/18 16:05,Change Price,user_000,2000033635_00001,"3-way match, invoice after GR",Service,15
10/02/18 16:05,SRM: Ordered,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,13
10/02/18 16:05,SRM: In Transfer to Execution Syst.,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,12
10/02/18 16:05,SRM: Deleted,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,14
10/02/18 23:59,Vendor creates invoice,NONE,2000033635_00001,"3-way match, invoice after GR",Service,16
10/10/18 23:35,Record Goods Receipt,user_000,2000033635_00001,"3-way match, invoice after GR",Service,17
10/10/18 23:35,Record Service Entry Sheet,NONE,2000033635_00001,"3-way match, invoice after GR",Service,18
10/11/18 14:42,Record Invoice Receipt,user_013,2000033635_00001,"3-way match, invoice after GR",Service,19
10/02/20 11:03,Clear Invoice,user_005,2000033635_00001,"3-way match, invoice after GR",Service,20
08/07/20 11:53,SRM: Created,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,0
08/07/20 13:53,SRM: Awaiting Approval,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,2
08/07/20 13:53,SRM: Document Completed,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,3
08/07/20 13:53,SRM: Complete,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,1
08/07/20 13:54,SRM: Change was Transmitted,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,6
08/07/20 13:54,Create Purchase Order Item,user_000,2000033635_00001,"3-way match, invoice after GR",Service,7
08/07/20 13:54,SRM: Ordered,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,5
08/07/20 13:54,SRM: In Transfer to Execution Syst.,batch_00,2000033635_00001,"3-way match, invoice after GR",Service,4
11/05/18 13:05,Record Service Entry Sheet,NONE,2000052754_00001,"3-way match, invoice after GR",Service,10
11/05/18 13:05,Record Goods Receipt,user_000,2000052754_00001,"3-way match, invoice after GR",Service,9
11/05/18 13:09,Record Invoice Receipt,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,11
10/07/18 15:16,SRM: Created,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,0
10/07/18 17:17,SRM: Change was Transmitted,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,7
10/07/18 17:17,SRM: Ordered,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,5
10/07/18 17:17,SRM: Awaiting Approval,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,2
10/07/18 17:17,SRM: Complete,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,1
10/07/18 17:17,SRM: Document Completed,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,3
10/07/18 17:17,Create Purchase Order Item,user_000,2000052754_00001,"3-way match, invoice after GR",Service,6
10/07/18 17:17,SRM: In Transfer to Execution Syst.,batch_00,2000052754_00001,"3-way match, invoice after GR",Service,4
10/12/18 23:59,Vendor creates invoice,NONE,2000052754_00001,"3-way match, invoice after GR",Service,8
01/04/19 23:59,Clear Invoice,NONE,2000052754_00001,"3-way match, invoice after GR",Service,12
01/02/18 3:43,Create Purchase Order Item,batch_03,4507000222_00020,"3-way match, invoice before GR",Standard,0
01/02/18 11:04,Receive Order Confirmation,user_029,4507000222_00020,"3-way match, invoice before GR",Standard,1
01/05/18 13:37,Record Goods Receipt,user_030,4507000222_00020,"3-way match, invoice before GR",Standard,2
01/05/18 18:00,Record Invoice Receipt,user_007,4507000222_00020,"3-way match, invoice before GR",Standard,3
01/05/18 23:59,Vendor creates invoice,NONE,4507000222_00020,"3-way match, invoice before GR",Standard,4
04/02/20 11:13,Clear Invoice,user_002,4507000222_00020,"3-way match, invoice before GR",Standard,5
02/01/18 15:15,Record Invoice Receipt,user_001,4507000230_00070,"3-way match, invoice before GR",Standard,6
03/01/18 14:05,Clear Invoice,user_005,4507000230_00070,"3-way match, invoice before GR",Standard,9
01/02/18 7:31,Create Purchase Order Item,user_036,4507000230_00070,"3-way match, invoice before GR",Standard,0
01/08/18 23:59,Vendor creates invoice,NONE,4507000230_00070,"3-way match, invoice before GR",Standard,1
01/10/18 11:29,Record Goods Receipt,user_029,4507000230_00070,"3-way match, invoice before GR",Standard,2
01/06/19 23:59,Vendor creates invoice,NONE,4507000230_00070,"3-way match, invoice before GR",Standard,3
01/07/19 17:31,Record Goods Receipt,user_029,4507000230_00070,"3-way match, invoice before GR",Standard,4
02/10/19 16:17,Clear Invoice,user_002,4507000230_00070,"3-way match, invoice before GR",Standard,7
02/10/19 16:54,Remove Payment Block,user_006,4507000230_00070,"3-way match, invoice before GR",Standard,8
01/05/20 13:48,Record Invoice Receipt,user_018,4507000230_00070,"3-way match, invoice before GR",Standard,5
01/02/18 7:41,Create Purchase Order Item,user_038,4507000235_00030,"3-way match, invoice before GR",Standard,0
02/06/18 23:59,Vendor creates invoice,NONE,4507000235_00030,"3-way match, invoice before GR",Standard,1
02/07/18 17:34,Record Goods Receipt,user_029,4507000235_00030,"3-way match, invoice before GR",Standard,2
02/04/19 8:39,Record Invoice Receipt,batch_00,4507000235_00030,"3-way match, invoice before GR",Standard,3
03/05/20 15:06,Clear Invoice,user_002,4507000235_00030,"3-way match, invoice before GR",Standard,4
01/02/18 7:41,Create Purchase Order Item,user_038,4507000235_00040,"3-way match, invoice before GR",Standard,0
01/08/18 17:32,Record Goods Receipt,user_029,4507000235_00040,"3-way match, invoice before GR",Standard,1
01/08/18 23:59,Vendor creates invoice,NONE,4507000235_00040,"3-way match, invoice before GR",Standard,2
01/10/18 11:24,Record Invoice Receipt,user_018,4507000235_00040,"3-way match, invoice before GR",Standard,3
02/10/19 16:15,Clear Invoice,user_002,4507000235_00040,"3-way match, invoice before GR",Standard,4
01/02/18 7:48,Create Purchase Order Item,user_036,4507000239_00020,"3-way match, invoice before GR",Standard,0
01/03/18 23:59,Vendor creates invoice,NONE,4507000239_00020,"3-way match, invoice before GR",Standard,1
01/05/18 11:08,Record Goods Receipt,user_029,4507000239_00020,"3-way match, invoice before GR",Standard,2
01/09/18 16:18,Record Invoice Receipt,user_001,4507000239_00020,"3-way match, invoice before GR",Standard,3
01/01/20 16:54,Clear Invoice,user_002,4507000239_00020,"3-way match, invoice before GR",Standard,4
01/02/18 8:14,Create Purchase Order Item,user_038,4507000251_00030,"3-way match, invoice before GR",Standard,0
01/03/18 17:32,Record Goods Receipt,user_029,4507000251_00030,"3-way match, invoice before GR",Standard,1
01/03/18 23:59,Vendor creates invoice,NONE,4507000251_00030,"3-way match, invoice before GR",Standard,2
01/04/18 11:04,Record Invoice Receipt,user_001,4507000251_00030,"3-way match, invoice before GR",Standard,3
01/01/20 16:51,Clear Invoice,user_002,4507000251_00030,"3-way match, invoice before GR",Standard,4
01/02/18 8:50,Create Purchase Order Item,user_033,4507000255_00010,"3-way match, invoice before GR",Standard,0
01/12/18 10:38,Record Goods Receipt,user_034,4507000255_00010,"3-way match, invoice before GR",Standard,1
01/03/19 23:59,Vendor creates invoice,NONE,4507000255_00010,"3-way match, invoice before GR",Standard,2
01/04/19 9:59,Record Invoice Receipt,user_008,4507000255_00010,"3-way match, invoice before GR",Standard,3
02/10/19 16:15,Clear Invoice,user_002,4507000255_00010,"3-way match, invoice before GR",Standard,4
01/02/18 8:50,Create Purchase Order Item,user_033,4507000255_00040,"3-way match, invoice before GR",Standard,0
01/08/18 10:57,Record Goods Receipt,user_034,4507000255_00040,"3-way match, invoice before GR",Standard,1
01/03/19 23:59,Vendor creates invoice,NONE,4507000255_00040,"3-way match, invoice before GR",Standard,2
01/04/19 9:45,Record Invoice Receipt,user_007,4507000255_00040,"3-way match, invoice before GR",Standard,3
02/10/19 16:15,Clear Invoice,user_002,4507000255_00040,"3-way match, invoice before GR",Standard,4
01/02/18 9:04,Create Purchase Order Item,user_045,4507000257_00040,"3-way match, invoice before GR",Standard,0
01/05/18 23:59,Vendor creates invoice,NONE,4507000257_00040,"3-way match, invoice before GR",Standard,1
01/09/18 9:38,Record Goods Receipt,user_046,4507000257_00040,"3-way match, invoice before GR",Standard,2
01/03/19 14:18,Record Invoice Receipt,user_018,4507000257_00040,"3-way match, invoice before GR",Standard,3
03/07/19 16:25,Remove Payment Block,user_006,4507000257_00040,"3-way match, invoice before GR",Standard,4
03/05/20 15:08,Clear Invoice,user_002,4507000257_00040,"3-way match, invoice before GR",Standard,5
01/02/18 9:04,Create Purchase Order Item,user_045,4507000257_00060,"3-way match, invoice before GR",Standard,0
01/05/18 23:59,Vendor creates invoice,NONE,4507000257_00060,"3-way match, invoice before GR",Standard,1
01/09/18 10:46,Record Goods Receipt,user_046,4507000257_00060,"3-way match, invoice before GR",Standard,2
01/03/19 14:18,Record Invoice Receipt,user_018,4507000257_00060,"3-way match, invoice before GR",Standard,3
03/07/19 16:25,Remove Payment Block,user_006,4507000257_00060,"3-way match, invoice before GR",Standard,4
03/05/20 15:08,Clear Invoice,user_002,4507000257_00060,"3-way match, invoice before GR",Standard,5
01/02/18 9:04,Create Purchase Order Item,user_045,4507000257_00150,"3-way match, invoice before GR",Standard,0
01/05/18 23:59,Vendor creates invoice,NONE,4507000257_00150,"3-way match, invoice before GR",Standard,1
01/09/18 11:21,Record Goods Receipt,user_046,4507000257_00150,"3-way match, invoice before GR",Standard,2
01/03/19 14:18,Record Invoice Receipt,user_018,4507000257_00150,"3-way match, invoice before GR",Standard,3
03/07/19 16:25,Remove Payment Block,user_006,4507000257_00150,"3-way match, invoice before GR",Standard,4
03/05/20 15:08,Clear Invoice,user_002,4507000257_00150,"3-way match, invoice before GR",Standard,5
01/02/18 9:24,Create Purchase Order Item,user_033,4507000262_00010,"3-way match, invoice before GR",Standard,0
02/08/18 12:12,Change Price,user_039,4507000262_00010,"3-way match, invoice before GR",Standard,4
01/10/18 14:11,Record Goods Receipt,user_034,4507000262_00010,"3-way match, invoice before GR",Standard,1
01/04/19 23:59,Vendor creates invoice,NONE,4507000262_00010,"3-way match, invoice before GR",Standard,2
01/05/19 9:19,Record Invoice Receipt,user_008,4507000262_00010,"3-way match, invoice before GR",Standard,3
03/05/20 15:07,Clear Invoice,user_002,4507000262_00010,"3-way match, invoice before GR",Standard,5
01/02/18 11:06,Create Purchase Order Item,user_045,4507000282_00020,"3-way match, invoice before GR",Standard,0
01/04/18 23:59,Vendor creates invoice,NONE,4507000282_00020,"3-way match, invoice before GR",Standard,1
01/08/18 8:23,Record Goods Receipt,user_046,4507000282_00020,"3-way match, invoice before GR",Standard,2
01/08/18 17:56,Record Invoice Receipt,user_024,4507000282_00020,"3-way match, invoice before GR",Standard,3
03/05/20 15:07,Clear Invoice,user_002,4507000282_00020,"3-way match, invoice before GR",Standard,4
01/02/18 11:47,Create Purchase Order Item,user_072,4507000322_00070,"3-way match, invoice after GR",Standard,0
02/08/18 13:59,Change Quantity,user_072,4507000322_00070,"3-way match, invoice after GR",Standard,1
03/02/19 20:35,Record Goods Receipt,batch_06,4507000322_00070,"3-way match, invoice after GR",Standard,2
03/03/19 23:59,Vendor creates invoice,NONE,4507000322_00070,"3-way match, invoice after GR",Standard,3
03/12/19 6:03,Record Invoice Receipt,user_012,4507000322_00070,"3-way match, invoice after GR",Standard,4
04/02/20 11:14,Clear Invoice,user_002,4507000322_00070,"3-way match, invoice after GR",Standard,5
01/02/18 11:47,Create Purchase Order Item,user_072,4507000322_00080,"3-way match, invoice after GR",Standard,0
05/03/18 16:02,Record Invoice Receipt,user_001,4507000322_00080,"3-way match, invoice after GR",Standard,13
10/04/18 16:49,Clear Invoice,user_002,4507000322_00080,"3-way match, invoice after GR",Standard,17
04/05/18 11:08,Record Invoice Receipt,user_012,4507000322_00080,"3-way match, invoice after GR",Standard,8
02/08/18 13:59,Change Quantity,user_072,4507000322_00080,"3-way match, invoice after GR",Standard,1
03/08/18 11:05,Record Goods Receipt,batch_06,4507000322_00080,"3-way match, invoice after GR",Standard,3
04/01/19 23:59,Vendor creates debit memo,NONE,4507000322_00080,"3-way match, invoice after GR",Standard,10
04/01/19 23:59,Vendor creates invoice,NONE,4507000322_00080,"3-way match, invoice after GR",Standard,9
03/03/19 15:16,Record Invoice Receipt,batch_00,4507000322_00080,"3-way match, invoice after GR",Standard,4
04/04/19 16:55,Record Goods Receipt,batch_06,4507000322_00080,"3-way match, invoice after GR",Standard,11
03/11/19 15:25,Record Goods Receipt,batch_06,4507000322_00080,"3-way match, invoice after GR",Standard,5
04/02/20 11:14,Clear Invoice,user_002,4507000322_00080,"3-way match, invoice after GR",Standard,12
02/04/20 23:59,Vendor creates invoice,NONE,4507000322_00080,"3-way match, invoice after GR",Standard,2
09/04/20 16:10,Cancel Invoice Receipt,user_015,4507000322_00080,"3-way match, invoice after GR",Standard,14
09/04/20 16:11,Clear Invoice,user_015,4507000322_00080,"3-way match, invoice after GR",Standard,15
09/04/20 16:17,Record Invoice Receipt,user_015,4507000322_00080,"3-way match, invoice after GR",Standard,16
03/05/20 15:09,Clear Invoice,user_002,4507000322_00080,"3-way match, invoice after GR",Standard,6
03/05/20 23:59,Vendor creates invoice,NONE,4507000322_00080,"3-way match, invoice after GR",Standard,7
01/02/18 11:47,Create Purchase Order Item,user_072,4507000322_00200,"3-way match, invoice after GR",Standard,0
04/05/18 11:08,Record Invoice Receipt,user_012,4507000322_00200,"3-way match, invoice after GR",Standard,11
02/08/18 13:59,Change Quantity,user_072,4507000322_00200,"3-way match, invoice after GR",Standard,1
